,id
664,1337400509813108736
665,1344740025607495680
666,1337886183989370883
667,1337213629633089538
668,1344742152446889989
669,1339331606742364160
670,1337387058952859650
671,1341016354435067904
672,1335671440633339904
673,1341034486532874241
674,1342998356335992832
675,1277965968648466432
676,1344168388940103680
677,1345815525880950791
678,1344785083375513600
679,1335160565891739651
680,1339401866065559553
681,1338132001300340737
682,1336013927583342593
683,1336543239583625216
684,1339538774368296961
685,1345386476662628353
686,1336656952076754947
687,1340797492317872130
688,1337073994487443458
689,1337039852597092355
690,1338557368053927937
691,1345263150497558529
692,1337419769243336708
693,1339340335030288384
694,1341186413354573824
695,1345730253243645952
696,1336487517256814594
697,1344227966151237632
698,1345321642029953028
699,1343983760585322501
700,1337605192116809728
701,1345383372634415106
702,1336976855535026176
703,1340665441975451655
704,1345559679099940868
705,1339695048175312896
706,1336889050402263040
707,1341037276034334720
708,1337853878327533570
709,1330484436350218244
710,1337471844358582274
711,805923727632281601
712,1336692806941753347
713,1344810566947205122
714,1343808506382540800
715,1345766962392141826
716,1340131913869221892
717,1341043369712242689
718,1342236636369874945
719,1336349402919624706
720,1341551832028463104
721,1345424242481893376
722,1345384532481085440
723,1336537842214817792
724,1330699581978411009
725,1330527718551810049
726,1345058108532531207
727,1336142318072545280
728,1336753832705945600
729,1343697548171739136
730,1336369308285476864
731,1341177222170734592
732,1339040301705551873
733,1338356654988005377
734,1339053988398895104
735,1344311737970028545
736,1337502009109385217
737,1339065182010580994
738,1344275124166533121
739,1340505481060691969
740,1287975094828986368
741,1342716454949543938
742,1337443018203402241
743,1336879617664278530
744,1340634909308796930
745,1337241954762051584
746,1337082849975885826
747,1337216622717792263
748,1342657479591641089
749,1341224353481043968
750,1344192764859142144
751,1336707534464430081
752,1345519739108380673
753,1343997393855983616
754,1336220249285218306
755,1338262271735173120
756,1337469086746341377
757,1336966844205445121
758,1345454507598163972
759,1313680203584098305
760,1340113559712350211
761,1337484424909209601
762,1345334329698877441
763,1339020019951349762
764,1337920190340681729
765,1336759256041840645
766,755026645069750272
767,1336457867235364867
768,1339354804435341314
769,1336466296800649217
770,1333457219791142921
771,1335959858982502403
772,1341785945364811776
773,1337150004696391680
774,1344817081225801731
775,1340793727950999558
776,1343135798070226944
777,1345197896153628680
778,1342412922148978688
779,1344796257043156993
780,1343886823735652355
781,1345449394028630017
782,1345753109050613762
783,1344768594731741184
784,1342686952177487872
785,1343703771306631169
786,1343991933551534080
787,1336358644540125185
788,1336759720145645568
789,761399089460236292
790,1340645866512769028
791,1344141505246552064
792,1343670054890704905
793,1343772516347768833
794,1338997308860420097
795,1340912689141473282
796,1339322171370348545
797,1335741210602987520
798,1330553588557504512
799,1340830336213651458
800,1342471639259295749
801,1335760350034108417
802,1342632650092244994
803,1341816903166173185
804,1337610055202590722
805,1344318479747448835
806,1345185604569600002
807,1339565322752417799
808,1345430176960835587
809,1343966809955782658
810,1342111768894611457
811,1339315609167794176
812,1339395619824275456
813,1339523035196436480
814,1337719270608814081
815,1330664128810086400
816,1340048675209322497
817,1345084689762160640
818,1340081060650967040
819,1345044118183940097
820,1337625241485365251
821,1343241198442524674
822,1338349192201179136
823,1335922576053444611
824,1336632012271202304
825,1337868112587177984
826,1343039946983018497
827,1343631023142125574
828,1344053155810533376
829,1337550089569570816
830,1342494265411170306
831,1340439179000492041
832,1341549187637202945
833,1336547972729905152
834,1343135403885391873
835,1340886757324275713
836,1343915911485521922
837,1339794538039287808
838,1336209116482555905
839,1344781053479825409
840,1343064731167289345
841,1337475810240786432
842,1337433424198418433
843,1335652846990098437
844,1340814872473300992
845,1338166858097324034
846,1336401241610530817
847,1343998103339339784
848,1330715378599817222
849,1335382435031252992
850,1344764620154630144
851,1344424874845102080
852,1342887769752752128
853,1341726230647889922
854,1339714034418012160
855,1336395242145079297
856,1339712361481965568
857,1342638511850201088
858,1341446447045087232
859,1336335043346583555
860,1341040735244578816
861,1342639817843044353
862,1345854750470750208
863,1340412807838396417
864,1341565183127371778
865,1341785039625998341
866,1339829640853131265
867,1337778902861819909
868,1337703789982310400
869,1336269878324555780
870,1341751330843598851
871,1337163592412454912
872,1342547914074238977
873,1345100514430574592
874,1339357149445509121
875,1345514247665532928
876,1339065555765104643
877,1339041631228502016
878,1345375503277023232
879,1335659077632991233
880,1341562020445839360
881,1345737076394741766
882,1345060238488203264
883,1343041376955604992
884,1337842774415032322
885,1336339065654800384
886,1335656733310668802
887,1330556718087073794
888,1345016856747380736
889,1338094663341891585
890,1330549175512158208
891,1340096844135682048
892,1340283746474467330
893,1335012806568140801
894,1336870036850405377
895,1342982304520519682
896,1343633857476780032
897,1336696805422067713
898,1335777708702388224
899,1337471747902205952
900,1342669384297324550
901,1343805114251964416
902,1344321355395846146
903,1344702660029636608
904,1336347419554979841
905,1340573895158419458
906,1343973029785858048
907,1343972941663531011
908,1336772218269827072
909,1336557838110343169
910,1335984078840090625
911,1335769722705494019
912,1339800217328078849
913,1345110902203363329
914,1345047774341959680
915,1339353817121390594
916,1330472238613737472
917,1341174346765709319
918,1342610838650310656
919,1344218648349704193
920,1344052249962696707
921,1344775503140544514
922,1339501717919064064
923,1339325529611091968
924,1342920573287092230
925,1336802481116868609
926,1342536717434298368
927,1337513364080058368
928,1344342271269822464
929,1340781320461561856
930,1283102457925697546
931,1336737703518498816
932,1345179289927503874
933,1342889183203872770
934,1335877207953043456
935,1341876645871816708
936,1338934199194066944
937,1341869383556214784
938,1342533802283982850
939,1340807761769148418
940,1337417412262699012
941,1336841310422978561
942,1337792857353166854
943,1345250167847612416
944,1330592656620216331
945,1340831952199413761
946,1345547374224154624
947,1340159053230587904
948,1345753485254356992
949,1341922287193186304
950,1330557102390009857
951,1339733350756413440
952,1341089600903782402
953,1329950613543784450
954,1339404614962036736
955,1337272948038635521
956,1343774499561324545
957,1336362037568548870
958,1345551627160326148
959,1342453745188130816
960,1336336837158207496
961,1336875776310841346
962,1335772758425276418
963,1345615940667514881
964,1336177363642552323
965,1342746934268739584
966,1336648456245534720
967,1335928935951941633
968,1336908051626934273
969,1339432976057323520
970,1341904603114135552
971,1345162177108275207
972,1336347285970583552
973,1339720376708788226
974,1336372529292664832
975,1345180300867846144
976,1337035116330225665
977,1344088866777661448
978,1343670836323086336
979,1339579355974967296
980,1335716030618857474
981,1341586746753073152
982,1344244635603005441
983,1345255277428355072
984,1341537427761074177
985,1339629807903133698
986,1290377424757116929
987,1337187719684837385
988,1337925378724098049
989,1337448485117779969
990,1342775559877619714
991,1339745213489717250
992,1345107782371069963
993,1339762681662873600
994,1337109833363972097
995,1341640996686278662
996,1340790897630437376
997,1341883276487700481
998,1336753706012987399
999,1342002012204851201
